employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-86553774,Luna,Taylor,Female,New York,New York City,2018-08-29,Operations,Logistics Coordinator,Bachelor,57858,Good,No,1982-07-21,
00-84987083,Oliver,Williams,Male,New York,Buffalo,2019-08-31,Sales,Sales Representative,Bachelor,69952,Good,Yes,1972-12-23,
00-60481733,William,Jackson,Male,Ohio,Columbus,2016-10-30,Sales,Sales Manager,PhD,93554,Excellent,No,1965-06-02,
00-79423699,Evelyn,Brown,Female,North Carolina,Greensboro,2016-03-30,IT,Software Developer,Master,90232,Satisfactory,No,1961-05-11,
00-16909395,Aria,Moore,Female,New York,New York City,2018-03-29,Operations,Logistics Coordinator,Bachelor,57698,Good,Yes,1981-04-25,
00-48909246,Harper,Gonzalez,Female,New York,Buffalo,2022-01-27,Operations,Logistics Coordinator,Bachelor,52603,Needs Improvement,No,1984-10-24,
00-31188015,Logan,Williams,Male,New York,New York City,2020-04-03,Finance,Financial Analyst,Bachelor,81508,Excellent,No,1975-01-20,
00-79492537,Aria,Taylor,Female,Michigan,Detroit,2018-08-29,Operations,Inventory Specialist,High School,60928,Satisfactory,No,1987-10-26,
00-17603192,Avery,Brown,Female,New York,Rochester,2020-12-29,Sales,Sales Representative,Bachelor,61398,Good,No,1970-06-13,
00-45306385,Emma,Johnson,Female,New York,New York City,2018-04-12,Sales,Sales Consultant,Bachelor,74305,Satisfactory,No,1982-02-02,
00-36912165,Abigail,Johnson,Female,New York,Rochester,2017-08-01,IT,System Administrator,Bachelor,95560,Good,No,2001-11-19,
00-54239393,Olivia,Davis,Female,New York,Buffalo,2020-11-08,Customer Service,Support Specialist,Bachelor,60517,Needs Improvement,No,1968-11-05,
00-85679497,Matthew,Johnson,Male,New York,New York City,2018-01-28,Sales,Sales Representative,Bachelor,73348,Good,No,1995-06-22,
00-65866810,Matthew,Martin,Male,New York,Buffalo,2024-12-10,Customer Service,Customer Service Representative,Bachelor,65654,Good,Yes,1983-07-21,
00-84011044,Luna,Jones,Female,New York,Rochester,2017-01-17,Operations,Logistics Coordinator,Bachelor,55822,Good,No,1993-07-25,
00-23966860,Olivia,Thomas,Female,New York,Buffalo,2020-09-09,Operations,Logistics Coordinator,Bachelor,58299,Good,No,1979-04-22,
00-57010790,Elizabeth,Thomas,Female,New York,New York City,2018-11-27,Finance,Accounts Payable Specialist,Bachelor,54892,Satisfactory,No,1976-01-09,
00-40568777,Liam,Johnson,Male,New York,Rochester,2015-10-31,Marketing,Marketing Coordinator,Bachelor,69811,Excellent,Yes,2000-02-01,
00-36330066,Sebastian,Martin,Male,New York,Rochester,2023-09-22,Operations,Inventory Specialist,Bachelor,71458,Needs Improvement,No,1986-11-30,
00-12428651,Sebastian,Thomas,Male,New York,Rochester,2016-10-24,Operations,Operations Analyst,Master,59599,Good,No,1970-07-21,
00-60630659,Oliver,Wilson,Male,New York,Rochester,2022-08-02,IT,IT Support Specialist,High School,62806,Satisfactory,Yes,1963-04-13,
00-28491234,Isabella,Anderson,Female,Ohio,Cincinnati,2016-08-27,Operations,Inventory Specialist,High School,54577,Satisfactory,Yes,2001-07-19,
00-59353022,Emily,Miller,Female,Michigan,Warren,2018-12-23,Customer Service,Customer Service Representative,High School,59289,Good,No,1996-03-15,
00-17774227,Lucas,Davis,Male,New York,New York City,2016-01-04,Customer Service,Support Specialist,High School,60461,Satisfactory,No,1981-12-31,
00-40484320,Michael,Moore,Male,North Carolina,Charlotte,2020-11-07,Sales,Sales Representative,Bachelor,64615,Good,No,2001-03-02,
00-11999650,Lucas,Johnson,Male,New York,Buffalo,2016-02-19,Operations,Operations Analyst,Master,57658,Good,No,1993-01-28,
00-68861974,Mia,Martinez,Female,Michigan,Warren,2015-05-16,Finance,Accountant,Bachelor,67539,Good,Yes,1989-07-03,
00-90854908,Lucas,Martinez,Male,North Carolina,Greensboro,2016-06-03,Operations,Inventory Specialist,Bachelor,71180,Good,No,1987-12-14,
00-74250209,James,Williams,Male,New York,New York City,2016-12-30,Sales,Sales Specialist,Master,73849,Good,No,1984-02-09,
00-82966957,Elijah,Thomas,Male,New York,New York City,2022-11-12,IT,Software Developer,Master,87552,Needs Improvement,No,1968-07-18,
00-57910133,Amelia,Anderson,Female,New York,Rochester,2022-05-23,IT,IT Support Specialist,High School,56712,Satisfactory,No,2002-05-13,
00-84008439,Logan,Davis,Male,New York,New York City,2020-04-13,Customer Service,Support Specialist,Bachelor,60483,Good,No,1986-01-29,
00-52796523,Avery,Taylor,Female,New York,Rochester,2016-05-14,Finance,Accountant,Bachelor,56255,Good,No,2001-08-17,
00-65141186,Matthew,Thomas,Male,New York,Buffalo,2017-03-21,IT,IT Support Specialist,High School,62216,Excellent,No,1989-09-19,
00-28405476,Jackson,Davis,Male,New York,Buffalo,2018-08-03,IT,Software Developer,Master,76881,Good,No,1998-08-25,
00-38289021,Isabella,Lopez,Female,New York,Buffalo,2022-11-03,Operations,Logistics Coordinator,Bachelor,56398,Satisfactory,No,2004-12-30,
00-29053714,Noah,Davis,Male,New York,New York City,2022-09-10,Sales,Sales Specialist,PhD,79397,Needs Improvement,Yes,1962-11-28,
00-70903036,Isabella,Smith,Female,New York,Buffalo,2020-01-14,Sales,Sales Representative,Bachelor,68042,Good,No,1997-01-29,
00-46278860,Mason,Jackson,Male,New York,Rochester,2018-11-18,Sales,Sales Consultant,Master,89643,Satisfactory,No,2003-06-03,
00-21340498,Noah,Rodriguez,Male,Michigan,Warren,2023-05-30,HR,HR Coordinator,Bachelor,69288,Satisfactory,Yes,1998-09-14,
00-76485758,Emma,Gonzalez,Female,Michigan,Warren,2018-01-18,IT,Software Developer,Master,106536,Satisfactory,No,1970-02-25,
00-40124961,Elijah,Gonzalez,Male,New York,Buffalo,2017-06-17,Customer Service,Help Desk Technician,High School,60806,Good,No,1996-02-16,
00-81469858,Olivia,Martinez,Female,Michigan,Warren,2015-10-24,Customer Service,Help Desk Technician,Bachelor,77254,Good,Yes,1988-04-14,
00-56681534,Emma,Martin,Female,New York,New York City,2022-05-11,Marketing,Content Creator,High School,55926,Excellent,No,1982-12-01,
00-45236547,Mila,Miller,Female,New York,Rochester,2022-05-13,Customer Service,Customer Service Manager,Master,98475,Good,No,1986-07-06,
00-93420414,Elizabeth,Wilson,Female,New York,Buffalo,2023-12-27,Operations,Logistics Coordinator,Bachelor,57034,Excellent,No,1986-04-11,
00-17666327,Isabella,Moore,Female,New York,New York City,2018-10-08,Customer Service,Customer Service Representative,High School,59163,Good,Yes,1981-12-19,
00-48576654,Avery,Anderson,Female,New York,Buffalo,2019-10-07,Sales,Sales Consultant,Bachelor,84234,Good,No,1983-09-01,
00-86276344,Sofia,Rodriguez,Female,New York,Rochester,2017-05-29,Marketing,Content Creator,Bachelor,60441,Satisfactory,No,1989-11-20,
00-72724302,Lucas,Jones,Male,New York,Rochester,2023-04-20,IT,IT Support Specialist,High School,56462,Good,No,1979-12-10,
00-46828381,Ava,Davis,Female,New York,Rochester,2023-04-25,Sales,Sales Representative,Bachelor,76713,Good,No,1986-11-20,
00-55302825,Mila,Gonzalez,Female,New York,New York City,2015-04-17,IT,System Administrator,Master,95687,Good,Yes,1998-05-07,
00-58545863,Harper,Rodriguez,Female,North Carolina,Charlotte,2023-11-11,IT,IT Support Specialist,Bachelor,60911,Good,No,1984-11-05,
00-91604268,Liam,Brown,Male,Michigan,Warren,2018-09-14,IT,IT Support Specialist,High School,54509,Good,Yes,1985-08-01,
00-53082466,Mason,Garcia,Male,New York,Buffalo,2019-01-07,Customer Service,Customer Service Representative,High School,66905,Good,No,1977-07-06,
00-69043624,Liam,Anderson,Male,New York,Rochester,2015-05-20,IT,System Administrator,Bachelor,75452,Good,No,1992-03-22,
00-74452414,Avery,Miller,Female,New York,Rochester,2019-08-14,HR,Recruiter,High School,57259,Satisfactory,Yes,1998-09-05,
00-20676603,Harper,Martin,Female,Michigan,Detroit,2020-01-25,IT,IT Support Specialist,Bachelor,57659,Good,No,1991-11-18,
00-69114791,Benjamin,Rodriguez,Male,Ohio,Cincinnati,2022-04-18,Operations,Inventory Specialist,High School,59546,Needs Improvement,Yes,1998-03-25,
00-44834976,Luna,Jones,Female,Ohio,Cincinnati,2017-03-09,Sales,Sales Specialist,Master,91205,Needs Improvement,Yes,1991-11-01,
00-29716823,Matthew,Johnson,Male,New York,Buffalo,2017-09-12,Customer Service,Customer Service Representative,High School,55297,Good,No,1979-06-12,
00-15167621,Benjamin,Taylor,Male,New York,Buffalo,2023-08-14,Operations,Inventory Specialist,High School,57774,Satisfactory,No,1975-10-25,
00-52591907,Noah,Moore,Male,Michigan,Warren,2022-01-24,Operations,Logistics Coordinator,Bachelor,66029,Satisfactory,No,1988-10-05,
00-44769739,Mason,Smith,Male,New York,New York City,2022-11-30,Sales,Sales Representative,Bachelor,77734,Needs Improvement,Yes,2004-07-19,
00-57423826,Sebastian,Johnson,Male,New York,Rochester,2021-05-16,Sales,Sales Specialist,Master,82783,Good,No,1996-08-13,
00-24651674,William,Taylor,Male,New York,Rochester,2019-07-18,Marketing,Marketing Coordinator,Bachelor,74963,Satisfactory,No,1981-08-24,
00-20395193,Amelia,Miller,Female,Florida,Miami,2018-05-25,Customer Service,Help Desk Technician,Bachelor,76886,Good,Yes,1980-08-28,
00-65830504,Ava,Wilson,Female,Pennsylvania,Allentown,2023-02-25,Sales,Sales Consultant,PhD,83528,Good,No,1963-12-23,
00-13314453,Alexander,Martin,Male,New York,Rochester,2023-05-11,IT,System Administrator,Master,70582,Satisfactory,No,1984-02-01,
00-64779294,Emily,Thomas,Female,Ohio,Cleveland,2024-04-24,Operations,Operations Analyst,Master,66612,Satisfactory,No,1988-06-20,
00-93472202,Emma,Garcia,Female,Michigan,Grand Rapids,2018-04-23,Marketing,SEO Specialist,High School,61055,Satisfactory,No,1983-07-04,
00-30141148,Aiden,Smith,Male,New York,Rochester,2016-03-23,IT,IT Support Specialist,High School,60303,Excellent,No,1983-06-02,
00-52024344,Jackson,Taylor,Male,New York,Rochester,2023-10-04,IT,Software Developer,Master,87401,Good,No,1972-09-21,
00-56177977,Elijah,Gonzalez,Male,Michigan,Detroit,2023-01-13,Sales,Sales Specialist,Master,61502,Good,Yes,1978-10-31,
00-98189010,Oliver,Gonzalez,Male,New York,New York City,2022-09-10,Operations,Inventory Specialist,High School,60521,Satisfactory,No,1963-10-27,
00-20528705,William,Davis,Male,New York,Buffalo,2020-08-11,Customer Service,Support Specialist,Bachelor,67713,Good,Yes,1964-01-19,
00-94600705,Avery,Wilson,Female,New York,Buffalo,2020-02-17,Sales,Sales Specialist,Master,74983,Good,No,1993-08-31,
00-80834264,Noah,Martin,Male,Michigan,Warren,2019-07-23,Operations,Logistics Coordinator,Bachelor,63721,Satisfactory,Yes,1975-02-15,
00-79838315,Camila,Hernandez,Female,Florida,Miami,2017-11-21,Customer Service,Customer Service Representative,High School,60376,Good,No,1981-04-04,
00-87207907,Evelyn,Davis,Female,New York,New York City,2018-11-07,Sales,Sales Representative,Bachelor,71179,Good,Yes,1987-12-22,
00-58582114,Amelia,Anderson,Female,Ohio,Cincinnati,2018-02-14,Customer Service,Customer Service Representative,Bachelor,60383,Good,Yes,1983-10-28,
00-42352710,Daniel,Wilson,Male,New York,Rochester,2018-05-17,Marketing,Content Creator,High School,66198,Good,No,1979-11-06,
00-85223282,Sofia,Williams,Female,North Carolina,Charlotte,2024-09-10,Finance,Financial Analyst,Master,88074,Satisfactory,No,1988-07-15,
00-74982119,Aria,Davis,Female,New York,Buffalo,2019-06-12,Customer Service,Support Specialist,High School,61506,Good,Yes,2002-11-08,
00-40838308,Aiden,Jones,Male,Michigan,Grand Rapids,2024-04-05,IT,Software Developer,Master,80916,Excellent,Yes,1987-11-04,
00-64709486,Mila,Jones,Female,Florida,Orlando,2021-11-06,Operations,Inventory Specialist,High School,54616,Good,Yes,1973-02-19,
00-48505078,Abigail,Hernandez,Female,New York,New York City,2016-06-07,Operations,Operations Manager,Master,118526,Good,No,1980-06-15,
00-66508695,Sofia,Jones,Female,New York,Rochester,2020-09-02,Marketing,SEO Specialist,High School,85348,Good,No,1990-05-30,
00-36589097,Mia,Anderson,Female,North Carolina,Raleigh,2015-02-16,Operations,Operations Analyst,Bachelor,75356,Good,Yes,1982-12-27,
00-66186977,Mason,Moore,Male,New York,Buffalo,2022-07-02,Operations,Operations Analyst,Master,66450,Good,No,2000-10-08,
00-23555369,Sophia,Johnson,Female,New York,Buffalo,2023-01-10,Customer Service,Support Specialist,Bachelor,59958,Satisfactory,No,1989-04-04,
00-32405721,Ava,Jones,Female,New York,Rochester,2020-07-24,Sales,Sales Representative,Bachelor,69249,Excellent,No,1975-09-02,
00-62091796,Michael,Lopez,Male,New York,New York City,2016-09-27,Sales,Sales Representative,Bachelor,89714,Satisfactory,No,1968-01-05,
00-84751326,Amelia,Martinez,Female,New York,Buffalo,2016-12-14,Sales,Sales Representative,Bachelor,63771,Satisfactory,Yes,1989-01-26,
00-55183120,Mila,Martin,Female,New York,Buffalo,2021-10-08,Operations,Inventory Specialist,Bachelor,54449,Good,Yes,2002-12-03,
00-16071701,Ava,Lopez,Female,New York,New York City,2024-12-19,Sales,Sales Specialist,PhD,100514,Good,Yes,1968-03-06,
00-64878236,Camila,Wilson,Female,New York,Rochester,2017-07-05,Operations,Logistics Coordinator,Bachelor,60795,Good,No,2004-10-20,
00-28066449,Benjamin,Jackson,Male,New York,Buffalo,2024-12-29,Operations,Inventory Specialist,Bachelor,63205,Good,Yes,2001-05-07,
00-78367019,William,Jones,Male,New York,Buffalo,2023-08-19,Sales,Sales Specialist,Bachelor,91895,Satisfactory,No,1977-04-22,
00-89597592,Emily,Anderson,Female,New York,Buffalo,2018-06-20,Operations,Inventory Specialist,Bachelor,54948,Satisfactory,No,1996-12-22,
00-33719260,Sofia,Jackson,Female,New York,New York City,2017-10-28,Sales,Sales Representative,Bachelor,74123,Good,No,1972-02-23,
00-23005510,Lucas,Martinez,Male,New York,Rochester,2020-01-19,Customer Service,Customer Service Manager,Master,94827,Good,Yes,1979-04-19,
00-85716426,Jackson,Taylor,Male,New York,Rochester,2020-11-23,Operations,Logistics Coordinator,Bachelor,71350,Good,No,1980-03-06,
00-67269299,Logan,Hernandez,Male,Pennsylvania,Pittsburgh,2018-10-22,Operations,Logistics Coordinator,Bachelor,71309,Good,Yes,1971-07-20,
00-33946564,Oliver,Johnson,Male,New York,Buffalo,2023-10-13,Customer Service,Help Desk Technician,High School,64621,Excellent,Yes,1992-09-17,
00-38277083,Michael,Taylor,Male,Michigan,Grand Rapids,2017-12-08,Finance,Accountant,Bachelor,87325,Satisfactory,No,1984-10-19,
00-92607991,Alexander,Brown,Male,New York,Rochester,2018-03-06,Sales,Sales Specialist,Master,74311,Good,No,2002-04-10,
00-25911656,Logan,Rodriguez,Male,Michigan,Detroit,2019-03-28,Operations,Inventory Specialist,High School,61093,Satisfactory,Yes,1983-08-30,
00-32725849,Evelyn,Rodriguez,Female,Pennsylvania,Allentown,2024-10-19,Customer Service,Support Specialist,High School,56867,Needs Improvement,No,1977-05-15,
00-24243111,Amelia,Rodriguez,Female,New York,Buffalo,2017-03-22,Operations,Inventory Specialist,Bachelor,64970,Excellent,Yes,1980-08-03,
00-84110122,Jackson,Garcia,Male,New York,Buffalo,2015-12-17,Operations,Operations Analyst,Bachelor,81257,Needs Improvement,No,1998-01-11,
00-15334488,Sebastian,Moore,Male,New York,Rochester,2023-01-03,Operations,Logistics Coordinator,Bachelor,65267,Excellent,No,1995-03-22,
00-75547360,Liam,Lopez,Male,New York,Rochester,2017-08-10,IT,IT Manager,PhD,124869,Good,No,1991-02-02,
00-67244204,Daniel,Taylor,Male,Illinois,Chicago,2016-06-25,Sales,Sales Consultant,Master,77847,Excellent,No,1993-05-08,
00-49586388,James,Brown,Male,New York,New York City,2019-06-17,Operations,Logistics Coordinator,Bachelor,69239,Good,No,1979-08-11,
00-76203639,Harper,Williams,Female,New York,New York City,2023-04-19,Customer Service,Support Specialist,High School,58205,Good,No,1986-10-07,
00-99753485,James,Lopez,Male,New York,Rochester,2023-10-17,Operations,Operations Analyst,Master,67170,Good,Yes,1974-10-02,
00-39855629,William,Hernandez,Male,New York,New York City,2017-05-11,Customer Service,Customer Service Representative,High School,59623,Satisfactory,No,2003-05-28,
00-47058592,Daniel,Taylor,Male,New York,Rochester,2022-01-29,IT,IT Manager,Master,96069,Good,No,1961-02-08,
00-52253072,Noah,Wilson,Male,New York,Rochester,2016-09-30,Customer Service,Help Desk Technician,Bachelor,67910,Good,No,1974-07-04,
00-79967272,Abigail,Miller,Female,Pennsylvania,Allentown,2023-09-14,Sales,Sales Specialist,PhD,81238,Excellent,Yes,1991-09-13,
00-94031142,Olivia,Smith,Female,New York,New York City,2017-08-16,Operations,Inventory Specialist,Bachelor,54908,Excellent,Yes,1981-09-04,
00-60493924,Amelia,Miller,Female,New York,New York City,2017-02-28,IT,IT Support Specialist,High School,57436,Good,No,2003-02-12,
00-75029451,Mia,Thomas,Female,Michigan,Warren,2017-03-19,Sales,Sales Specialist,Bachelor,56593,Satisfactory,No,1992-12-20,
00-95197752,Ava,Taylor,Female,New York,Rochester,2023-10-19,Marketing,Marketing Coordinator,Bachelor,61141,Satisfactory,No,1978-03-11,
00-38747971,Emma,Wilson,Female,Pennsylvania,Philadelphia,2016-08-04,Marketing,Marketing Coordinator,Bachelor,72441,Good,Yes,1980-11-07,
00-92036182,Elijah,Garcia,Male,New York,New York City,2015-09-25,IT,Software Developer,Bachelor,85356,Good,No,1976-02-04,
00-45309169,Matthew,Gonzalez,Male,New York,Buffalo,2021-04-02,Operations,Inventory Specialist,High School,61596,Good,Yes,1986-09-27,
00-95592608,Ethan,Thomas,Male,New York,Rochester,2020-03-10,Sales,Sales Specialist,Master,57464,Good,No,2003-05-17,
00-50278816,Lucas,Martinez,Male,New York,Buffalo,2022-07-10,Customer Service,Customer Service Representative,High School,57578,Good,Yes,1978-03-30,
00-94560859,Jacob,Martin,Male,New York,New York City,2018-07-06,Customer Service,Customer Service Manager,PhD,75225,Good,No,1981-12-25,
00-49650228,Isabella,Davis,Female,Illinois,Aurora,2016-12-08,Customer Service,Support Specialist,Bachelor,60310,Good,No,1982-11-17,
00-48556908,Michael,Anderson,Male,New York,Buffalo,2018-09-15,Operations,Operations Analyst,Bachelor,92660,Satisfactory,No,1979-11-27,
00-67024453,James,Garcia,Male,Michigan,Detroit,2019-05-04,Sales,Sales Specialist,Master,79459,Satisfactory,No,1982-07-11,
00-98665957,Isabella,Lopez,Female,New York,Rochester,2022-10-01,Operations,Inventory Specialist,High School,61640,Good,Yes,1975-02-02,
00-27187635,Henry,Thomas,Male,New York,New York City,2021-09-24,Sales,Sales Consultant,Master,96820,Excellent,No,1983-10-30,
00-41522381,Emma,Martinez,Female,Illinois,Naperville,2017-03-25,Finance,Finance Manager,Master,102696,Excellent,No,1987-06-30,
00-64895832,Noah,Moore,Male,Illinois,Chicago,2023-04-12,Operations,Logistics Coordinator,Bachelor,70025,Good,Yes,1964-07-30,
00-52630014,Elizabeth,Gonzalez,Female,Pennsylvania,Pittsburgh,2023-06-15,IT,Software Developer,Bachelor,82293,Good,No,1983-02-13,
00-63509858,Harper,Johnson,Female,New York,Buffalo,2017-10-10,Sales,Sales Specialist,Master,95245,Good,No,1962-08-31,
00-39386729,Abigail,Johnson,Female,New York,Rochester,2018-06-09,Sales,Sales Representative,Bachelor,58869,Good,No,1991-08-12,
00-39703731,Mila,Garcia,Female,New York,Rochester,2020-10-29,Customer Service,Support Specialist,Bachelor,61176,Satisfactory,Yes,1979-12-08,
00-93924534,James,Martin,Male,New York,Rochester,2021-02-20,IT,Software Developer,Bachelor,96738,Satisfactory,No,1996-07-05,
00-91196518,Avery,Smith,Female,Pennsylvania,Philadelphia,2024-01-09,Operations,Logistics Coordinator,Bachelor,61373,Excellent,No,1977-06-22,
00-60893769,Ava,Hernandez,Female,New York,New York City,2024-10-24,Operations,Operations Analyst,Bachelor,57622,Good,Yes,1972-10-12,
00-84208202,William,Johnson,Male,New York,Buffalo,2020-05-20,Sales,Sales Representative,Bachelor,69072,Good,Yes,1993-11-04,
00-81869924,Charlotte,Garcia,Female,New York,New York City,2023-06-03,Operations,Inventory Specialist,Bachelor,54799,Satisfactory,No,1988-03-21,
00-40780751,Logan,Garcia,Male,New York,Rochester,2024-05-08,IT,System Administrator,Master,66016,Good,Yes,1983-03-21,
00-65484975,Charlotte,Moore,Female,New York,Buffalo,2022-01-06,Sales,Sales Consultant,PhD,110534,Good,No,1985-04-23,
00-14841900,Emma,Taylor,Female,New York,Rochester,2016-06-03,Operations,Inventory Specialist,High School,53955,Needs Improvement,No,1972-12-20,
00-75082169,Olivia,Garcia,Female,North Carolina,Greensboro,2017-01-10,IT,System Administrator,Bachelor,81023,Satisfactory,No,1961-07-08,
00-40870780,Amelia,Johnson,Female,New York,Rochester,2017-02-18,Operations,Operations Analyst,Master,78880,Satisfactory,No,1994-07-05,
00-60715072,Jacob,Jones,Male,New York,New York City,2023-12-07,Finance,Accountant,Bachelor,81342,Good,No,1991-03-08,
00-46238606,Ava,Williams,Female,Pennsylvania,Allentown,2016-10-07,IT,IT Support Specialist,High School,62887,Good,No,1987-12-20,
00-65751363,Emma,Smith,Female,Michigan,Warren,2022-07-30,Sales,Sales Consultant,Bachelor,64290,Good,No,1986-10-07,
00-91184526,Oliver,Brown,Male,Virginia,Norfolk,2022-11-04,IT,System Administrator,Bachelor,93444,Good,No,1983-06-15,
00-62495761,Charlotte,Martin,Female,Pennsylvania,Philadelphia,2023-11-01,Customer Service,Help Desk Technician,Bachelor,81962,Excellent,No,1976-10-11,
00-53449866,Michael,Taylor,Male,New York,Buffalo,2022-04-28,Sales,Sales Specialist,Master,73624,Excellent,No,1972-09-08,
00-46782333,Camila,Miller,Female,Michigan,Warren,2016-09-11,Customer Service,Help Desk Technician,High School,64692,Satisfactory,No,1974-12-09,
00-87336413,Luna,Gonzalez,Female,New York,Rochester,2017-02-06,HR,HR Assistant,High School,60094,Good,No,1972-01-14,
00-39830286,Elizabeth,Moore,Female,New York,Rochester,2017-04-21,Customer Service,Customer Service Representative,Bachelor,58333,Good,Yes,1975-08-12,
00-81565416,Sofia,Davis,Female,New York,New York City,2018-07-13,Sales,Sales Specialist,PhD,72769,Satisfactory,No,1974-04-10,
00-62834161,Ethan,Moore,Male,North Carolina,Raleigh,2022-06-25,Sales,Sales Specialist,Bachelor,94999,Good,No,2001-01-03,
00-40072939,Mila,Smith,Female,Michigan,Warren,2019-04-01,Operations,Inventory Specialist,High School,54625,Good,Yes,1982-12-08,
00-70006771,Ethan,Thomas,Male,New York,New York City,2020-09-06,Operations,Operations Analyst,Bachelor,90309,Good,No,1962-03-19,
00-51689344,Abigail,Jones,Female,New York,Rochester,2023-02-02,Customer Service,Customer Service Representative,High School,57451,Good,No,1967-03-17,
00-22802899,Sebastian,Garcia,Male,Pennsylvania,Pittsburgh,2017-07-10,Operations,Operations Analyst,Master,71701,Good,Yes,1975-10-08,
00-89646079,Lucas,Williams,Male,Michigan,Detroit,2017-08-28,Marketing,Marketing Coordinator,Bachelor,68637,Needs Improvement,No,1963-04-01,
00-73554061,Jackson,Jackson,Male,New York,Buffalo,2022-01-23,IT,IT Support Specialist,Bachelor,70032,Good,No,1980-11-07,
00-76225408,Harper,Wilson,Female,New York,Rochester,2018-05-12,Operations,Operations Analyst,Master,71980,Satisfactory,No,1980-04-24,
00-30214797,Noah,Hernandez,Male,Ohio,Columbus,2022-08-21,Operations,Operations Analyst,Master,83325,Satisfactory,Yes,1981-05-01,
00-64564107,Liam,Rodriguez,Male,Pennsylvania,Philadelphia,2022-10-21,Customer Service,Customer Service Representative,Bachelor,68881,Satisfactory,Yes,1987-07-02,
00-85485324,Luna,Moore,Female,North Carolina,Raleigh,2020-09-10,IT,Software Developer,Bachelor,91123,Satisfactory,No,1980-03-14,
00-41640398,Alexander,Anderson,Male,New York,Rochester,2022-07-19,Finance,Financial Analyst,Bachelor,99625,Good,No,2004-10-05,
00-84464967,Ava,Brown,Female,New York,Buffalo,2019-01-31,Sales,Sales Consultant,Master,78654,Good,No,1984-08-12,
00-60423728,Sophia,Smith,Female,New York,Rochester,2017-10-18,Finance,Accountant,Bachelor,83454,Satisfactory,No,1966-09-27,
00-26304459,Benjamin,Miller,Male,Michigan,Warren,2019-02-14,Operations,Logistics Coordinator,Bachelor,71596,Good,No,1979-11-10,
00-15242805,Elizabeth,Thomas,Female,New York,Rochester,2017-11-08,Marketing,Marketing Manager,Bachelor,77861,Needs Improvement,No,1988-09-11,
00-80409156,Henry,Jones,Male,North Carolina,Raleigh,2022-08-01,Operations,Inventory Specialist,High School,63354,Satisfactory,No,1985-02-23,
00-66122786,Ella,Smith,Female,New York,New York City,2017-06-19,IT,IT Support Specialist,High School,58491,Good,No,1960-07-10,
00-49490030,Mason,Taylor,Male,New York,Rochester,2018-12-12,IT,Software Developer,Bachelor,111250,Excellent,No,1984-04-09,
00-59879577,Mila,Garcia,Female,Michigan,Grand Rapids,2017-07-23,IT,System Administrator,Bachelor,64152,Excellent,Yes,1999-06-29,
00-37442403,Matthew,Lopez,Male,New York,New York City,2020-04-07,Operations,Operations Analyst,Bachelor,75602,Good,Yes,1994-11-03,
00-73365536,Camila,Miller,Female,New York,Buffalo,2024-12-26,Operations,Inventory Specialist,Bachelor,58540,Good,Yes,1972-11-28,
00-28164926,Benjamin,Taylor,Male,New York,Rochester,2022-07-04,Sales,Sales Consultant,Master,90885,Needs Improvement,No,1996-07-28,
00-11318177,Abigail,Wilson,Female,Michigan,Grand Rapids,2017-07-02,Customer Service,Customer Service Representative,High School,55241,Excellent,No,1994-06-03,
00-18999031,Liam,Martinez,Male,New York,New York City,2022-03-19,Marketing,Content Creator,High School,64671,Excellent,No,1961-09-06,
00-22596044,Avery,Anderson,Female,New York,Rochester,2018-01-24,Customer Service,Help Desk Technician,High School,68659,Good,No,1998-03-22,
00-93882424,Camila,Martin,Female,New York,Buffalo,2017-05-17,Sales,Sales Representative,Bachelor,65141,Satisfactory,No,1973-07-30,
00-95408582,Sebastian,Davis,Male,New York,New York City,2018-01-06,Finance,Accounts Payable Specialist,Bachelor,59964,Excellent,No,1978-09-27,
00-35855792,Mason,Martinez,Male,New York,Rochester,2023-12-04,Customer Service,Help Desk Technician,High School,60352,Good,Yes,1992-12-06,
00-67198985,Mila,Martinez,Female,North Carolina,Charlotte,2018-10-25,Marketing,SEO Specialist,High School,77151,Needs Improvement,Yes,1989-06-08,
00-64125762,Mason,Moore,Male,New York,Rochester,2020-09-13,Customer Service,Help Desk Technician,High School,77779,Satisfactory,No,1992-09-12,
00-37190916,Ava,Jackson,Female,New York,New York City,2017-10-11,Sales,Sales Consultant,PhD,113231,Satisfactory,No,1969-05-17,
00-39050282,Harper,Garcia,Female,Michigan,Warren,2017-02-09,HR,Recruiter,High School,64955,Excellent,No,1972-07-30,
00-27005934,Jackson,Jackson,Male,New York,Buffalo,2021-05-29,Sales,Sales Specialist,Master,66871,Satisfactory,No,1975-05-22,
00-54313350,Aiden,Jackson,Male,Illinois,Aurora,2021-11-10,IT,System Administrator,Bachelor,104940,Needs Improvement,No,1973-12-13,
00-92662979,Henry,Miller,Male,Michigan,Grand Rapids,2017-11-01,Operations,Inventory Specialist,Bachelor,64851,Satisfactory,No,1998-07-04,
00-41115834,Elijah,Williams,Male,Michigan,Detroit,2024-08-26,Operations,Inventory Specialist,Bachelor,59461,Needs Improvement,No,1993-06-14,
00-29661777,Sophia,Garcia,Female,New York,New York City,2019-01-01,Operations,Logistics Coordinator,Bachelor,60046,Needs Improvement,No,1971-01-18,
